date,warrior,ao,type,notes,notes_numeric,EC_miles,F3P_AO,is_post,is_q,is_2ndf,is_qs_3rdf,is_donation,is_black_diamond
2025-12-10,Duck Hunt,ravens-nest,Post,ravens-nest - Backblast: Cutler’s FMSC fundraiser,<NA>,0.0,ravens-nest,True,False,False,False,False,False
2025-12-11,Depends (3rdF Q),el-coyote,Post,el-coyote - Sparky Xmas ? & ornament,<NA>,0.0,el-coyote,True,False,False,False,False,False
2026-01-01,Mr. Kotter,el-coyote,Post,el-coyote - Ducks Medicine Ball Ruck,<NA>,0.0,el-coyote,True,False,False,False,False,False
2026-01-01,Duck Hunt,el-coyote,Q,el-coyote - Ducks Medicine Ball Ruck,<NA>,0.0,<NA>,False,True,False,False,False,False
2026-01-01,Duck Hunt,el-coyote,Post,el-coyote - Ducks Medicine Ball Ruck,<NA>,0.0,el-coyote,True,False,False,False,False,False
2025-12-09,Foreclosure,black-rock,Post,black-rock - Ringos 4 Station Beatdown,<NA>,0.0,black-rock,True,False,False,False,False,False
2025-12-09,Depends (3rdF Q),black-rock,Post,black-rock - Ringos 4 Station Beatdown,<NA>,0.0,black-rock,True,False,False,False,False,False
2025-12-30,Sparkler,black-rock,Post,black-rock - Pearls with SoftHands,<NA>,0.0,black-rock,True,False,False,False,False,False
2025-12-30,Foreclosure,black-rock,Post,black-rock - Pearls with SoftHands,<NA>,0.0,black-rock,True,False,False,False,False,False
2025-12-16,Depends (3rdF Q),black-rock,Q,black-rock - Depends Beatdown,<NA>,0.0,<NA>,False,True,False,False,False,False
2025-12-16,Depends (3rdF Q),black-rock,Post,black-rock - Depends Beatdown,<NA>,0.0,black-rock,True,False,False,False,False,False
2025-12-02,Foreclosure,black-rock,Post,black-rock - Ricolas Farmer Carry Beatdown,<NA>,0.0,black-rock,True,False,False,False,False,False
2025-12-02,Depends (3rdF Q),black-rock,Post,black-rock - Ricolas Farmer Carry Beatdown,<NA>,0.0,black-rock,True,False,False,False,False,False
2025-12-02,Sparkler,rg_ec2,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-04,Sparkler,rg_ec2,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-11,Dilly Dilly,rg_ec2,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-05,Depends (3rdF Q),rg_ec2,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-08,Dilly Dilly,rg_ec2,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-10,Dilly Dilly,rg_ec2,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-13,Dilly Dilly,rg_ec2,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-03,Foreclosure,rg_ec2,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-12,Dilly Dilly,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-03,Sparkler,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-12,Sparkler,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-12,Pull-up,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-11,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-04,Dilly Dilly,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-04,Pull-up,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-08,Pull-up,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-12,Foreclosure,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-10,Broomstick,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-11,Sparkler,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-11,Foreclosure,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-13,Foreclosure,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-05,Dilly Dilly,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-08,Sparkler,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-08,Foreclosure,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-05,Broomstick,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-08,Broomstick,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-02,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-03,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-08,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-09,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-13,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-05,Sparkler,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-05,Pull-up,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-09,Pull-up,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-09,Sparkler,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-09,Mr. Kotter,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-10,Sparkler,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-10,Foreclosure,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-10,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-10,Duck Hunt,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-10,Pull-up,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-04,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-02,Foreclosure,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-09,Foreclosure,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-01,Sparkler,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-01,Foreclosure,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-01,Pull-up,rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-01,Depends (3rdF Q),rg_ec3,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-06,Dilly Dilly,rg_ec1,EC,0.0,0.0,0.0,<NA>,False,False,False,False,False,False
2025-12-17,Depends (3rdF Q),rg_ec1,EC,3.45,3.45,3.45,<NA>,False,False,False,False,False,False
2026-01-01,Dilly Dilly,winter_warrior_2026,EC,2.0,2.0,2.0,<NA>,False,False,False,False,False,False
2026-01-01,Sparkler,winter_warrior_2026,EC,1.75,1.75,1.75,<NA>,False,False,False,False,False,False
2026-01-02,Sparkler,winter_warrior_2026,EC,5.7,5.7,5.7,<NA>,False,False,False,False,False,False
2026-01-01,Duck Hunt,winter_warrior_2026,EC,1.75,1.75,1.75,<NA>,False,False,False,False,False,False
2026-01-02,Pull-up,winter_warrior_2026,EC,4.25,4.25,4.25,<NA>,False,False,False,False,False,False
2026-01-01,Sparkler,winter_warrior_2026,Donation,Donation - Mobile Blood Donation (12/30),<NA>,0.0,<NA>,False,False,False,False,True,False
2026-01-01,F3Plainfield_IL,winter_warrior_2026,Donation,Donation - Mobile Blood Donation (12/30),<NA>,0.0,<NA>,False,False,False,False,True,False
2026-01-02,Foreclosure,winter_warrior_2026,EC,3.47,3.47,3.47,<NA>,False,False,False,False,False,False
2026-01-02,Broomstick,winter_warrior_2026,EC,3.47,3.47,3.47,<NA>,False,False,False,False,False,False
2026-01-02,Depends (3rdF Q),winter_warrior_2026,EC,3.47,3.47,3.47,<NA>,False,False,False,False,False,False
2025-12-31,Depends (3rdF Q),winter_warrior_2026,EC,3.0,3.0,3.0,<NA>,False,False,False,False,False,False
2025-12-31,Mr. Kotter,winter_warrior_2026,EC,3.0,3.0,3.0,<NA>,False,False,False,False,False,False
2026-01-01,Mr. Kotter,winter_warrior_2026,Snowman,Snowman ?,<NA>,0.0,<NA>,False,False,False,False,False,False
2026-01-02,Mr. Kotter,winter_warrior_2026,EC,2.77,2.77,2.77,<NA>,False,False,False,False,False,False
